"university","long","lat"
"http://dbpedia.org/resource/Allenhouse_Institute_of_Technology",80.4361,26.3656
"http://dbpedia.org/resource/Alliance_College_of_Australia",149.056,-35.35
"http://dbpedia.org/resource/Alliance_Française_de_Washington",-77.0486,38.9169
"http://dbpedia.org/resource/Alliance_Graduate_School",121.024,14.656
"http://dbpedia.org/resource/Alma_College",-84.671,43.38
"http://dbpedia.org/resource/Almaty_Management_University",76.8958,43.2775
"http://dbpedia.org/resource/Alpen-Adria-Universität_Klagenfurt",14.265,46.6164
"http://dbpedia.org/resource/Alpena_Community_College",-83.4451,45.0805
"http://dbpedia.org/resource/Alpert_Medical_School",-71.4083,41.8191
"http://dbpedia.org/resource/Alpha_Arts_&_Science_College",80.1423,13.0473
"http://dbpedia.org/resource/Alpha_College_of_Engineering",80.069,13.0549
"http://dbpedia.org/resource/Alrafidain_University_College",44.4072,33.3642
"http://dbpedia.org/resource/Altai_State_Medical_University",83.762,53.356
"http://dbpedia.org/resource/Altai_State_Pedagogical_University",83.7613,53.3417
"http://dbpedia.org/resource/Altai_State_Technical_University",83.7833,53.35
"http://dbpedia.org/resource/Altai_State_University",83.783,53.35
"http://dbpedia.org/resource/Altamaha_Technical_College",-81.91,31.6217
"http://dbpedia.org/resource/Alvernia_University",-75.936,40.309
"http://dbpedia.org/resource/Alvin_Community_College",-95.2406,29.3961
"http://dbpedia.org/resource/Alzahra_University",51.3925,35.7675
"http://dbpedia.org/resource/Amarillo_College",-101.847,35.1883
"http://dbpedia.org/resource/Ambedkar_Institute_of_Advanced_Communication_Technologies_and_Research",77.2673,28.6552
"http://dbpedia.org/resource/Amberton_University",-96.6529,32.8599
"http://dbpedia.org/resource/Ambrose_University_College",-114.193,51.0342
"http://dbpedia.org/resource/American_Baptist_College",-86.7899,36.2026
"http://dbpedia.org/resource/American_College,_Madurai",78.132,9.929
"http://dbpedia.org/resource/American_College_Higher_Secondary_School",78.1311,9.92972
"http://dbpedia.org/resource/American_College_of_Cardiology",-77.0518,38.907
"http://dbpedia.org/resource/American_College_of_Education",-87.6373,41.8823
"http://dbpedia.org/resource/American_College_of_Greece",23.8295,38.0025
